Xeno-canto Matched to eBird/Clements,No.Recordings,GenBank species,GB_Nucleotide_Seqs
Turdus hauxwelli,84,Turdus hauxwelli,27
Turdus helleri,2,Turdus helleri,21
Turdus hortulorum,47,Turdus hortulorum,12
Turdus ignobilis,130,Turdus ignobilis,284
Turdus iliacus,1005,Turdus iliacus,64
Turdus infuscatus,47,Turdus infuscatus,4
Turdus jamaicensis,2,Turdus jamaicensis,7
Turdus kessleri,15,Turdus kessleri,9
Turdus lawrencii,85,Turdus lawrencii,15
Turdus leucomelas,309,Turdus leucomelas,42
Turdus leucops,70,Turdus leucops,14
Turdus lherminieri,3,Turdus lherminieri,114
Turdus libonyana,47,Turdus libonyana,14
Turdus ludoviciae,0,Turdus ludoviciae,3
Turdus maculirostris,44,Turdus maculirostris,9
Turdus mandarinus,18,Turdus mandarinus,5
Turdus maranonicus,21,Turdus maranonicus,14
Turdus maximus,7,Turdus maximus,5
Turdus menachensis,13,Turdus menachensis,3
Turdus merula,4313,Turdus merula,642
Turdus migratorius,632,Turdus migratorius,127
Turdus murinus,NA,Turdus murinus,0
Turdus naumanni,16,Turdus naumanni,57
Turdus nigrescens,14,Turdus nigrescens,7
Turdus nigriceps,67,Turdus nigriceps,16
Turdus niveiceps,NA,Turdus niveiceps,4
Turdus nudigenis,75,Turdus nudigenis,33
Turdus obscurus,95,Turdus obscurus,18
Turdus obsoletus,33,Turdus obsoletus,10
Turdus olivaceofuscus,11,Turdus olivaceofuscus,22
Turdus olivaceus,44,Turdus olivaceus,23
Turdus olivater,36,Turdus olivater,9
Turdus pallidus,98,Turdus pallidus,34
Turdus pelios,70,Turdus pelios,130
Turdus philomelos,2873,Turdus philomelos,272
Turdus pilaris,839,Turdus pilaris,19
Turdus plebejus,34,Turdus plebejus,10
Turdus plumbeus,41,Turdus plumbeus,111
Turdus poliocephalus,33,Turdus poliocephalus,67
Turdus ravidus,0,Turdus ravidus,0
Turdus reevei,39,Turdus reevei,7
Turdus roehli,6,Turdus roehli,11
Turdus rubrocanus,25,Turdus rubrocanus,11
Turdus ruficollis,30,Turdus ruficollis,32
Turdus rufitorques,25,Turdus rufitorques,5
Turdus rufiventris,368,Turdus rufiventris,25
Turdus rufopalliatus,143,Turdus rufopalliatus,116
Turdus sanchezorum,12,Turdus sanchezorum,1
Turdus serranus,111,Turdus serranus,7
Turdus simillimus,32,Turdus simillimus,4
Turdus smithi,23,Turdus smithi,15
Turdus subalaris,63,Turdus subalaris,8
Turdus swalesi,7,Turdus swalesi,7
Turdus tephronotus,18,Turdus tephronotus,3
Turdus torquatus,368,Turdus torquatus,75
Turdus unicolor,17,Turdus unicolor,5
Turdus viscivorus,697,Turdus viscivorus,170
Turdus xanthorhynchus,2,Turdus xanthorhynchus,15
Turnagra capensis,0,Turnagra capensis,18
Turnagra tanagra,0,Turnagra tanagra,1
Turnix castanotus,2,Turnix castanotus,0
Turnix everetti,0,Turnix everetti,0
Turnix hottentottus,1,Turnix hottentottus,1
Turnix maculosus,2,Turnix maculosus,0
Turnix melanogaster,0,Turnix melanogaster,0
Turnix nanus,2,Turnix nanus,0
Turnix nigricollis,0,Turnix nigricollis,0
Turnix ocellatus,1,Turnix ocellatus,0
Turnix olivii,0,Turnix olivii,0
Turnix pyrrhothorax,1,Turnix pyrrhothorax,3
Turnix suscitator,9,Turnix suscitator,10
Turnix sylvaticus,140,Turnix sylvaticus,38
Turnix tanki,8,Turnix tanki,5
Turnix varius,3,Turnix varius,17
Turnix velox,3,Turnix velox,2
Turnix worcesteri,0,Turnix worcesteri,0
Turtur abyssinicus,26,Turtur abyssinicus,8
Turtur afer,33,Turtur afer,11
Turtur brehmeri,20,Turtur brehmeri,9
Turtur chalcospilos,83,Turtur chalcospilos,11
Turtur tympanistria,97,Turtur tympanistria,7
Tylas eduardi,13,Tylas eduardi,20
Tympanuchus cupido,37,Tympanuchus cupido,910
Tympanuchus pallidicinctus,19,Tympanuchus pallidicinctus,400
Tympanuchus phasianellus,45,Tympanuchus phasianellus,462
Tyranneutes stolzmanni,162,Tyranneutes stolzmanni,22
Tyranneutes virescens,33,Tyranneutes virescens,10
Tyrannopsis sulphurea,82,Tyrannopsis sulphurea,5
Tyrannulus elatus,85,Tyrannulus elatus,5
Tyrannus albogularis,23,Tyrannus albogularis,2
Tyrannus caudifasciatus,21,Tyrannus caudifasciatus,1
Tyrannus couchii,71,Tyrannus couchii,1
Tyrannus crassirostris,110,Tyrannus crassirostris,2
Tyrannus cubensis,4,Tyrannus cubensis,0
Tyrannus dominicensis,75,Tyrannus dominicensis,12
Tyrannus forficatus,37,Tyrannus forficatus,31
Tyrannus melancholicus,406,Tyrannus melancholicus,37
Tyrannus niveigularis,24,Tyrannus niveigularis,0
Tyrannus savana,71,Tyrannus savana,87
Tyrannus tyrannus,108,Tyrannus tyrannus,96
Tyrannus verticalis,106,Tyrannus verticalis,48
Tyrannus vociferans,165,Tyrannus vociferans,2
Tyto alba,607,Tyto alba,61166
Tyto almae,NA,Tyto almae,2
Tyto aurantia,0,Tyto aurantia,3
Tyto capensis,1,Tyto capensis,9
Tyto deroepstorffi,2,Tyto deroepstorffi,0
Tyto glaucops,2,Tyto glaucops,3
Tyto inexspectata,4,Tyto inexspectata,3
Tyto longimembris,1,Tyto longimembris,28
Tyto manusi,0,Tyto manusi,1
Tyto nigrobrunnea,2,Tyto nigrobrunnea,3
Tyto novaehollandiae,14,Tyto novaehollandiae,13
Tyto rosenbergii,15,Tyto rosenbergii,4
Tyto sororcula,6,Tyto sororcula,3
Tyto soumagnei,1,Tyto soumagnei,1
Tyto tenebricosa,37,Tyto tenebricosa,24
Upucerthia albigula,8,Upucerthia albigula,7
Upucerthia dumetaria,42,Upucerthia dumetaria,26
Upucerthia saturatior,11,Upucerthia saturatior,0
Upucerthia validirostris,39,Upucerthia validirostris,28
Upupa antaios,0,Upupa antaios,0
Upupa epops,426,Upupa epops,201
Upupa marginata,18,Upupa marginata,0
Uraeginthus angolensis,36,Uraeginthus angolensis,7
Uraeginthus bengalus,65,Uraeginthus bengalus,8
Uraeginthus cyanocephalus,6,Uraeginthus cyanocephalus,3
Uratelornis chimaera,5,Uratelornis chimaera,5
Uria aalge,103,Uria aalge,588
Uria lomvia,26,Uria lomvia,230
Urochroa bougueri,3,Urochroa bougueri,6
Urochroa leucura,7,Urochroa leucura,0
Urocissa caerulea,10,Urocissa caerulea,7
Urocissa erythroryncha,55,Urocissa erythroryncha,16
Urocissa flavirostris,34,Urocissa flavirostris,5
Urocissa ornata,10,Urocissa ornata,0
Urocissa whiteheadi,13,Urocissa whiteheadi,0
Urocolius indicus,27,Urocolius indicus,1565
Urocolius macrourus,33,Urocolius macrourus,41
Urocynchramus pylzowi,13,Urocynchramus pylzowi,9
Urodynamis taitensis,12,Urodynamis taitensis,14
Uroglaux dimorpha,8,Uroglaux dimorpha,0
Urolais epichlorus,7,Urolais epichlorus,3
Uromyias agilis,40,Uromyias agilis,4
Uromyias agraphia,25,Uromyias agraphia,11
Uropelia campestris,7,Uropelia campestris,15
Uropsalis lyra,37,Uropsalis lyra,3
Uropsalis segmentata,25,Uropsalis segmentata,9
Uropsila leucogastra,54,Uropsila leucogastra,8
Urosphena neumanni,8,Urosphena neumanni,6
Urosphena pallidipes,22,Urosphena pallidipes,10
Urosphena squameiceps,184,Urosphena squameiceps,53
Urosphena subulata,26,Urosphena subulata,0
Urosphena whiteheadi,23,Urosphena whiteheadi,8
Urosticte benjamini,16,Urosticte benjamini,8
Urosticte ruficrissa,10,Urosticte ruficrissa,5
Urothraupis stolzmanni,14,Urothraupis stolzmanni,5
Urotriorchis macrourus,10,Urotriorchis macrourus,2
Vanellus albiceps,12,Vanellus albiceps,0
Vanellus armatus,52,Vanellus armatus,17
Vanellus cayanus,33,Vanellus cayanus,2
Vanellus chilensis,267,Vanellus chilensis,32
Vanellus cinereus,28,Vanellus cinereus,7
Vanellus coronatus,60,Vanellus coronatus,0
Vanellus crassirostris,10,Vanellus crassirostris,0
Vanellus duvaucelii,19,Vanellus duvaucelii,0
Vanellus gregarius,7,Vanellus gregarius,0
Vanellus indicus,141,Vanellus indicus,14
Vanellus leucurus,34,Vanellus leucurus,0
Vanellus lugubris,9,Vanellus lugubris,0
Vanellus macropterus,0,Vanellus macropterus,0
Vanellus malabaricus,16,Vanellus malabaricus,0
Vanellus melanocephalus,17,Vanellus melanocephalus,0
Vanellus melanopterus,26,Vanellus melanopterus,0
Vanellus miles,29,Vanellus miles,4
Vanellus resplendens,58,Vanellus resplendens,6
Vanellus senegallus,59,Vanellus senegallus,0
Vanellus spinosus,73,Vanellus spinosus,11
Vanellus superciliosus,2,Vanellus superciliosus,0
Vanellus tectus,13,Vanellus tectus,0
Vanellus tricolor,8,Vanellus tricolor,0
Vanellus vanellus,571,Vanellus vanellus,35
Vanga curvirostris,21,Vanga curvirostris,23
Vauriella albigularis,13,Vauriella albigularis,0
Vauriella goodfellowi,3,Vauriella goodfellowi,2
Vauriella gularis,9,Vauriella gularis,10
Vauriella insignis,1,Vauriella insignis,4
Vermivora bachmanii,0,Vermivora bachmanii,1
Vermivora chrysoptera,101,Vermivora chrysoptera,127
Vermivora cyanoptera,136,Vermivora cyanoptera,36
Verreauxia africana,6,Verreauxia africana,16
Vidua camerunensis,1,Vidua camerunensis,54
Vidua chalybeata,49,Vidua chalybeata,204
Vidua codringtoni,4,Vidua codringtoni,43
Vidua fischeri,12,Vidua fischeri,13
Vidua funerea,21,Vidua funerea,54
Vidua hypocherina,0,Vidua hypocherina,12
Vidua interjecta,1,Vidua interjecta,2
Vidua larvaticola,4,Vidua larvaticola,31
Vidua macroura,51,Vidua macroura,998
Vidua maryae,0,Vidua maryae,20
Vidua nigeriae,0,Vidua nigeriae,29
Vidua obtusa,2,Vidua obtusa,12
Vidua orientalis,3,Vidua orientalis,12
Vidua paradisaea,6,Vidua paradisaea,10
Vidua purpurascens,13,Vidua purpurascens,82
Vidua raricola,1,Vidua raricola,59
Vidua regia,5,Vidua regia,18
Vidua togoensis,0,Vidua togoensis,0
Vidua wilsoni,2,Vidua wilsoni,36
Vini australis,9,Vini australis,15
Vini kuhlii,9,Vini kuhlii,0
Vini peruviana,10,Vini peruviana,8
Vini stepheni,3,Vini stepheni,0
Vini ultramarina,5,Vini ultramarina,0
Vireo altiloquus,64,Vireo altiloquus,31
Vireo atricapilla,41,Vireo atricapilla,949
Vireo bairdi,12,Vireo bairdi,2
Vireo bellii,241,Vireo bellii,95
Vireo brevipennis,21,Vireo brevipennis,5
Vireo caribaeus,40,Vireo caribaeus,0
Vireo carmioli,18,Vireo carmioli,6
Vireo cassinii,148,Vireo cassinii,36
Vireo chivi,277,Vireo chivi,0
Vireo crassirostris,24,Vireo crassirostris,3
Vireo flavifrons,140,Vireo flavifrons,9
Vireo flavoviridis,113,Vireo flavoviridis,37
Vireo gilvus,507,Vireo gilvus,57
Vireo gracilirostris,18,Vireo gracilirostris,0
Vireo griseus,317,Vireo griseus,15
Vireo gundlachii,18,Vireo gundlachii,0
Vireo huttoni,247,Vireo huttoni,20
Vireo hypochryseus,72,Vireo hypochryseus,132
Vireo latimeri,16,Vireo latimeri,7
Vireo leucophrys,150,Vireo leucophrys,19
Vireo magister,19,Vireo magister,1
Vireo masteri,50,Vireo masteri,0
Vireo modestus,14,Vireo modestus,3
Vireo nanus,5,Vireo nanus,5
Vireo nelsoni,15,Vireo nelsoni,0
Vireo olivaceus,248,Vireo olivaceus,86
Vireo osburni,1,Vireo osburni,2
Vireo pallens,83,Vireo pallens,5
Vireo philadelphicus,54,Vireo philadelphicus,19
Vireo plumbeus,171,Vireo plumbeus,29
Vireo sclateri,14,Vireo sclateri,7
Vireo solitarius,194,Vireo solitarius,27
Vireo vicinior,95,Vireo vicinior,7
Vireolanius eximius,47,Vireolanius eximius,1
Vireolanius leucotis,128,Vireolanius leucotis,21
Vireolanius melitophrys,31,Vireolanius melitophrys,10
Vireolanius pulchellus,67,Vireolanius pulchellus,1
Viridonia sagittirostris,0,Viridonia sagittirostris,0
Volatinia jacarina,264,Volatinia jacarina,107
Vosea whitemanensis,0,Vosea whitemanensis,2
Vultur gryphus,5,Vultur gryphus,155
Wetmorethraupis sterrhopteron,45,Wetmorethraupis sterrhopteron,1
Willisornis poecilinotus,138,Willisornis poecilinotus,255
Willisornis vidua,36,Willisornis vidua,65
Woodfordia lacertosa,0,Woodfordia lacertosa,1
Woodfordia superciliosa,1,Woodfordia superciliosa,6
Xanthocephalus xanthocephalus,113,Xanthocephalus xanthocephalus,15
Xanthomixis apperti,11,Xanthomixis apperti,11
Xanthomixis cinereiceps,9,Xanthomixis cinereiceps,5
Xanthomixis tenebrosa,0,Xanthomixis tenebrosa,6
Xanthomixis zosterops,23,Xanthomixis zosterops,288
Xanthopsar flavus,40,Xanthopsar flavus,8
Xanthotis flaviventer,12,Xanthotis flaviventer,64
Xanthotis macleayanus,22,Xanthotis macleayanus,42
Xanthotis polygrammus,0,Xanthotis polygrammus,5
Xema sabini,13,Xema sabini,22
Xenerpestes minlosi,9,Xenerpestes minlosi,3
Xenerpestes singularis,19,Xenerpestes singularis,6
Xenicus gilviventris,7,Xenicus gilviventris,161
Xenicus longipes,0,Xenicus longipes,1
Xenocopsychus ansorgei,3,Xenocopsychus ansorgei,1
Xenodacnis parina,46,Xenodacnis parina,16
Xenoglaux loweryi,31,Xenoglaux loweryi,0
Xenoligea montana,2,Xenoligea montana,30
Xenoperdix udzungwensis,39,Xenoperdix udzungwensis,17
Xenopipo atronitens,25,Xenopipo atronitens,247
Xenopipo uniformis,7,Xenopipo uniformis,12
Xenopirostris damii,18,Xenopirostris damii,17
Xenopirostris polleni,12,Xenopirostris polleni,6
Xenopirostris xenopirostris,9,Xenopirostris xenopirostris,19
Xenops minutus,221,Xenops minutus,356
Xenops rutilans,129,Xenops rutilans,18
Xenops tenuirostris,11,Xenops tenuirostris,7
Xenopsaris albinucha,37,Xenopsaris albinucha,6
Xenornis setifrons,14,Xenornis setifrons,3
Xenospingus concolor,10,Xenospingus concolor,6
Xenospiza baileyi,23,Xenospiza baileyi,255
Xenotriccus callizonus,25,Xenotriccus callizonus,6
Xenotriccus mexicanus,21,Xenotriccus mexicanus,6
Xenus cinereus,82,Xenus cinereus,108
Xiphidiopicus percussus,9,Xiphidiopicus percussus,1
Xiphocolaptes albicollis,61,Xiphocolaptes albicollis,8
Xiphocolaptes falcirostris,8,Xiphocolaptes falcirostris,5
Xiphocolaptes major,29,Xiphocolaptes major,20
Xiphocolaptes promeropirhynchus,181,Xiphocolaptes promeropirhynchus,33
Xipholena atropurpurea,12,Xipholena atropurpurea,6
Xipholena lamellipennis,10,Xipholena lamellipennis,1
Xipholena punicea,42,Xipholena punicea,12
Xiphorhynchus atlanticus,NA,Xiphorhynchus atlanticus,44
Xiphorhynchus elegans,84,Xiphorhynchus elegans,80
Xiphorhynchus erythropygius,71,Xiphorhynchus erythropygius,23
Xiphorhynchus flavigaster,90,Xiphorhynchus flavigaster,17
Xiphorhynchus fuscus,193,Xiphorhynchus fuscus,186
Xiphorhynchus guttatus,372,Xiphorhynchus guttatus,179
Xiphorhynchus lachrymosus,53,Xiphorhynchus lachrymosus,14
Xiphorhynchus obsoletus,80,Xiphorhynchus obsoletus,52
Xiphorhynchus ocellatus,74,Xiphorhynchus ocellatus,197
Xiphorhynchus pardalotus,52,Xiphorhynchus pardalotus,74
Xiphorhynchus spixii,26,Xiphorhynchus spixii,50
Xiphorhynchus susurrans,176,Xiphorhynchus susurrans,48
Xiphorhynchus triangularis,46,Xiphorhynchus triangularis,19
Xolmis cinereus,35,Xolmis cinereus,12
Xolmis coronatus,3,Xolmis coronatus,8
Xolmis dominicanus,10,Xolmis dominicanus,8
Xolmis irupero,12,Xolmis irupero,19
Xolmis pyrope,35,Xolmis pyrope,15
Xolmis rubetra,0,Xolmis rubetra,8
Xolmis salinarum,10,Xolmis salinarum,0
Xolmis velatus,14,Xolmis velatus,7
Yuhina bakeri,7,Yuhina bakeri,8
Yuhina brunneiceps,16,Yuhina brunneiceps,19
Yuhina castaniceps,14,Yuhina castaniceps,32
Yuhina diademata,6,Yuhina diademata,795
Yuhina everetti,21,Yuhina everetti,63
Yuhina flavicollis,58,Yuhina flavicollis,34
Yuhina gularis,36,Yuhina gularis,19
Yuhina humilis,2,Yuhina humilis,0
Yuhina nigrimenta,28,Yuhina nigrimenta,28
Yuhina occipitalis,32,Yuhina occipitalis,16
Yuhina torqueola,17,Yuhina torqueola,0
Yungipicus canicapillus,45,Yungipicus canicapillus,28
Yungipicus kizuki,61,Yungipicus kizuki,45
Yungipicus maculatus,19,Yungipicus maculatus,19
Yungipicus moluccensis,17,Yungipicus moluccensis,25
Yungipicus nanus,14,Yungipicus nanus,0
Yungipicus ramsayi,1,Yungipicus ramsayi,0
Yungipicus temminckii,6,Yungipicus temminckii,2
Zanclostomus javanicus,15,Zanclostomus javanicus,0
Zapornia akool,2,Zapornia akool,7
Zapornia astrictocarpus,0,Zapornia astrictocarpus,0
Zapornia atra,2,Zapornia atra,1
Zapornia bicolor,15,Zapornia bicolor,0
Zapornia flavirostra,65,Zapornia flavirostra,7
Zapornia fusca,30,Zapornia fusca,33
Zapornia monasa,0,Zapornia monasa,0
Zapornia nigra,0,Zapornia nigra,0
Zapornia olivieri,13,Zapornia olivieri,34
Zapornia palmeri,0,Zapornia palmeri,0
Zapornia parva,170,Zapornia parva,4
Zapornia paykullii,14,Zapornia paykullii,10
Zapornia pusilla,128,Zapornia pusilla,14
Zapornia sandwichensis,0,Zapornia sandwichensis,0
Zapornia tabuensis,18,Zapornia tabuensis,6
Zaratornis stresemanni,3,Zaratornis stresemanni,11
Zavattariornis stresemanni,30,Zavattariornis stresemanni,1
Zebrilus undulatus,57,Zebrilus undulatus,2
Zeledonia coronata,45,Zeledonia coronata,16
Zenaida asiatica,161,Zenaida asiatica,118
Zenaida auriculata,91,Zenaida auriculata,21
Zenaida aurita,14,Zenaida aurita,43
Zenaida galapagoensis,0,Zenaida galapagoensis,13
Zenaida graysoni,0,Zenaida graysoni,4
Zenaida macroura,155,Zenaida macroura,42
Zenaida meloda,44,Zenaida meloda,5
Zentrygon albifacies,29,Zentrygon albifacies,5
Zentrygon carrikeri,4,Zentrygon carrikeri,0
Zentrygon chiriquensis,6,Zentrygon chiriquensis,6
Zentrygon costaricensis,5,Zentrygon costaricensis,7
Zentrygon frenata,64,Zentrygon frenata,8
Zentrygon goldmani,7,Zentrygon goldmani,4
Zentrygon lawrencii,10,Zentrygon lawrencii,4
Zentrygon linearis,36,Zentrygon linearis,0
Zimmerius acer,74,Zimmerius acer,12
Zimmerius albigularis,25,Zimmerius albigularis,2
Zimmerius bolivianus,14,Zimmerius bolivianus,2
Zimmerius chicomendesi,4,Zimmerius chicomendesi,0
Zimmerius chrysops,188,Zimmerius chrysops,36
Zimmerius cinereicapilla,13,Zimmerius cinereicapilla,6
Zimmerius gracilipes,61,Zimmerius gracilipes,22
Zimmerius improbus,4,Zimmerius improbus,16
Zimmerius parvus,35,Zimmerius parvus,2
Zimmerius petersi,4,Zimmerius petersi,2
Zimmerius vilissimus,26,Zimmerius vilissimus,7
Zimmerius villarejoi,20,Zimmerius villarejoi,6
Zimmerius viridiflavus,39,Zimmerius viridiflavus,7
Zonerodius heliosylus,0,Zonerodius heliosylus,0
Zonotrichia albicollis,402,Zonotrichia albicollis,42357
Zonotrichia atricapilla,140,Zonotrichia atricapilla,80
Zonotrichia capensis,704,Zonotrichia capensis,1219
Zonotrichia leucophrys,425,Zonotrichia leucophrys,229
Zonotrichia querula,48,Zonotrichia querula,28
Zoonavena grandidieri,0,Zoonavena grandidieri,0
Zoonavena sylvatica,1,Zoonavena sylvatica,0
Zoonavena thomensis,4,Zoonavena thomensis,0
Zoothera andromedae,2,Zoothera andromedae,5
Zoothera atrigena,NA,Zoothera atrigena,0
Zoothera aurea,126,Zoothera aurea,6
Zoothera dauma,6,Zoothera dauma,88
Zoothera dixoni,8,Zoothera dixoni,20
Zoothera everetti,3,Zoothera everetti,4
Zoothera griseiceps,3,Zoothera griseiceps,12
Zoothera heinei,11,Zoothera heinei,5
Zoothera heinrichi,0,Zoothera heinrichi,2
Zoothera imbricata,2,Zoothera imbricata,0
Zoothera lunulata,10,Zoothera lunulata,6
Zoothera machiki,2,Zoothera machiki,0
Zoothera major,27,Zoothera major,0
Zoothera margaretae,8,Zoothera margaretae,3
Zoothera marginata,3,Zoothera marginata,5
Zoothera mollissima,9,Zoothera mollissima,53
Zoothera monticola,10,Zoothera monticola,7
Zoothera neilgherriensis,0,Zoothera neilgherriensis,0
Zoothera salimalii,6,Zoothera salimalii,25
Zoothera talaseae,0,Zoothera talaseae,5
Zoothera terrestris,0,Zoothera terrestris,0
Zoothera turipavae,1,Zoothera turipavae,0
Zosterops abyssinicus,16,Zosterops abyssinicus,14
Zosterops albogularis,0,Zosterops albogularis,2
Zosterops aldabrensis,0,Zosterops aldabrensis,7
Zosterops anjuanensis,NA,Zosterops anjuanensis,7
Zosterops anomalus,11,Zosterops anomalus,0
Zosterops atricapilla,19,Zosterops atricapilla,12
Zosterops atriceps,26,Zosterops atriceps,1
Zosterops atrifrons,23,Zosterops atrifrons,18
Zosterops auriventer,19,Zosterops auriventer,1
Zosterops borbonicus,38,Zosterops borbonicus,1011
Zosterops brunneus,0,Zosterops brunneus,13
Zosterops buruensis,3,Zosterops buruensis,1
Zosterops ceylonensis,15,Zosterops ceylonensis,11
Zosterops chloris,16,Zosterops chloris,101
Zosterops chloronothos,7,Zosterops chloronothos,5
Zosterops cinereus,6,Zosterops cinereus,2
Zosterops citrinella,28,Zosterops citrinella,38
Zosterops comorensis,NA,Zosterops comorensis,7
Zosterops consobrinorum,1,Zosterops consobrinorum,41
Zosterops conspicillatus,2,Zosterops conspicillatus,8
Zosterops erythropleurus,25,Zosterops erythropleurus,33
Zosterops eurycricotus,7,Zosterops eurycricotus,0
