no.Xeno-Canto,Common name in Xeno-canto,Scientific name in Xeno-canto,Status,No. Recordings,No. Background,matched to eBird/Clements taxa,,,,no.Clements,English name,scientific name
10522,Orange-breasted Bunting,Passerina leclancherii,,25,6,Passerina leclancherii,,,,10522,Pearly-breasted Conebill,Conirostrum margaritae
10523,Brown Tanager,Orchesticus abeillei,,36,6,Orchesticus abeillei,,,,10523,Chestnut-vented Conebill,Conirostrum speciosum
10524,Yellow Cardinal,Gubernatrix cristata,,9,0,Gubernatrix cristata,,,,10524,White-eared Conebill,Conirostrum leucogenys
10525,Red-crested Cardinal,Paroaria coronata,,61,16,Paroaria coronata,,,,10525,Giant Conebill,Conirostrum binghami
10526,Red-cowled Cardinal,Paroaria dominicana,,31,12,Paroaria dominicana,,,,10526,White-browed Conebill,Conirostrum ferrugineiventre
10527,Red-capped Cardinal,Paroaria gularis,,28,11,Paroaria gularis,,,,10527,Blue-backed Conebill,Conirostrum sitticolor
10528,Masked Cardinal,Paroaria nigrogenis,,3,0,Paroaria nigrogenis,,,,10528,Capped Conebill,Conirostrum albifrons
10529,Crimson-fronted Cardinal,Paroaria baeri,,7,1,Paroaria baeri,,,,10529,Tamarugo Conebill,Conirostrum tamarugense
10530,Yellow-billed Cardinal,Paroaria capitata,,17,4,Paroaria capitata,,,,10530,Rufous-browed Conebill,Conirostrum rufum
10531,Cinnamon Tanager,Schistochlamys ruficapillus,,31,3,Schistochlamys ruficapillus,,,,10531,Cinereous Conebill,Conirostrum cinereum
10532,Black-faced Tanager,Schistochlamys melanopis,,39,2,Schistochlamys melanopis,,,,10532,Chestnut-bellied Flowerpiercer,Diglossa gloriosissima
10533,Magpie Tanager,Cissopis leverianus,,81,14,Cissopis leverianus,,,,10533,Glossy Flowerpiercer,Diglossa lafresnayii
10534,Black-and-white Tanager,Conothraupis speculigera,,18,7,Conothraupis speculigera,,,,10534,Moustached Flowerpiercer,Diglossa mystacalis
10535,Cone-billed Tanager,Conothraupis mesoleuca,,8,0,Conothraupis mesoleuca,,,,10535,Merida Flowerpiercer,Diglossa gloriosa
10536,Scarlet-throated Tanager,Compsothraupis loricata,,36,15,Compsothraupis loricata,,,,10536,Black Flowerpiercer,Diglossa humeralis
10537,White-capped Tanager,Sericossypha albocristata,,107,9,Sericossypha albocristata,,,,10537,Black-throated Flowerpiercer,Diglossa brunneiventris
10538,Hooded Tanager,Nemosia pileata,,58,4,Nemosia pileata,,,,10538,Gray-bellied Flowerpiercer,Diglossa carbonaria
10539,Cherry-throated Tanager,Nemosia rourei,,12,1,Nemosia rourei,,,,10539,Venezuelan Flowerpiercer,Diglossa venezuelensis
10540,Rufous-crested Tanager,Creurgops verticalis,,16,0,Creurgops verticalis,,,,10540,White-sided Flowerpiercer,Diglossa albilatera
10541,Slaty Tanager,Creurgops dentatus,,5,0,Creurgops dentatus,,,,10541,Scaled Flowerpiercer,Diglossa duidae
10542,Black-capped Hemispingus,Hemispingus atropileus,,35,7,Kleinothraupis atropileus,,,,10542,Greater Flowerpiercer,Diglossa major
10543,White-browed Hemispingus,Hemispingus auricularis,,26,3,Kleinothraupis atropileus,,,,10543,Indigo Flowerpiercer,Diglossa indigotica
10544,Orange-browed Hemispingus,Hemispingus calophrys,,12,3,Kleinothraupis calophrys,,,,10544,Cinnamon-bellied Flowerpiercer,Diglossa baritula
10545,Parodi's Hemispingus,Hemispingus parodii,,13,1,Kleinothraupis parodii,,,,10545,Slaty Flowerpiercer,Diglossa plumbea
10546,Superciliaried Hemispingus,Hemispingus superciliaris,,89,31,Thlypopsis superciliaris,,,,10546,Rusty Flowerpiercer,Diglossa sittoides
10547,Grey-capped Hemispingus,Hemispingus reyi,,11,0,Kleinothraupis reyi,,,,10547,Deep-blue Flowerpiercer,Diglossa glauca
10548,Oleaginous Hemispingus,Hemispingus frontalis,,30,5,Sphenopsis frontalis,,,,10548,Bluish Flowerpiercer,Diglossa caerulescens
10549,Black-eared Hemispingus,Hemispingus melanotis,,37,6,Sphenopsis melanotis,,,,10549,Masked Flowerpiercer,Diglossa cyanea
10550,Western Hemispingus,Hemispingus ochraceus,,10,2,Sphenopsis melanotis,,,,10550,Plushcap,Catamblyrhynchus diadema
10551,Piura Hemispingus,Hemispingus piurae,,19,2,Sphenopsis melanotis,,,,10551,Black-backed Bush Tanager,Urothraupis stolzmanni
10552,Slaty-backed Hemispingus,Hemispingus goeringi,,0,0,Poospiza goeringi,,,,10552,Black-hooded Sierra-Finch,Phrygilus atriceps
10553,Rufous-browed Hemispingus,Hemispingus rufosuperciliaris,,14,1,Poospiza rufosuperciliaris,,,,10553,Peruvian Sierra-Finch,Phrygilus punensis
10554,Black-headed Hemispingus,Hemispingus verticalis,,23,0,Pseudospingus verticalis,,,,10554,Gray-hooded Sierra-Finch,Phrygilus gayi
10555,Drab Hemispingus,Hemispingus xanthophthalmus,,3,0,Pseudospingus xanthophthalmus,,,,10555,Patagonian Sierra-Finch,Phrygilus patagonicus
10556,Three-striped Hemispingus,Hemispingus trifasciatus,,5,1,Microspingus trifasciatus,,,,10556,Common Diuca-Finch,Diuca diuca
10557,Grey-hooded Bush Tanager,Cnemoscopus rubrirostris,,29,4,Cnemoscopus rubrirostris,,,,10557,White-bridled Finch,Melanodera melanodera
10558,Fulvous-headed Tanager,Thlypopsis fulviceps,,5,1,Thlypopsis fulviceps,,,,10558,Yellow-bridled Finch,Melanodera xanthogramma
10559,Rufous-chested Tanager,Thlypopsis ornata,,19,1,Thlypopsis ornata,,,,10559,Tit-like Dacnis,Xenodacnis parina
10560,Brown-flanked Tanager,Thlypopsis pectoralis,,4,0,Thlypopsis pectoralis,,,,10560,Red-backed Sierra-Finch,Idiopsar dorsalis
10561,Orange-headed Tanager,Thlypopsis sordida,,59,9,Thlypopsis sordida,,,,10561,White-throated Sierra-Finch,Idiopsar erythronotus
10562,Buff-bellied Tanager,Thlypopsis inornata,,15,0,Thlypopsis inornata,,,,10562,Short-tailed Finch,Idiopsar brachyurus
10563,Rust-and-yellow Tanager,Thlypopsis ruficeps,,11,1,Thlypopsis ruficeps,,,,10563,White-winged Diuca-Finch,Idiopsar speculifer
10564,Chestnut-headed Tanager,Pyrrhocoma ruficeps,,45,14,Thlypopsis pyrrhocoma,,,,10564,Plumbeous Sierra-Finch,Geospizopsis unicolor
10565,White-rumped Tanager,Cypsnagra hirundinacea,,58,6,Cypsnagra hirundinacea,,,,10565,Ash-breasted Sierra-Finch,Geospizopsis plebejus
10566,Pardusco,Nephelornis oneilli,,12,0,Nephelornis oneilli,,,,10566,Uniform Finch,Haplospiza unicolor
10567,Black-goggled Tanager,Trichothraupis melanops,,77,23,Trichothraupis melanops,,,,10567,Slaty Finch,Spodiornis rusticus
10568,Grey-headed Tanager,Eucometis penicillata,,98,18,Eucometis penicillata,,,,10568,Peg-billed Finch,Acanthidops bairdi
10569,Flame-crested Tanager,Tachyphonus cristatus,,43,14,Tachyphonus cristatus,,,,10569,Black-crested Finch,Lophospingus pusillus
10570,Yellow-crested Tanager,Tachyphonus rufiventer,,3,0,Tachyphonus rufiventer,,,,10570,Gray-crested Finch,Lophospingus griseocristatus
10571,Fulvous-crested Tanager,Tachyphonus surinamus,,33,7,Tachyphonus surinamus,,,,10571,Gough Island Finch,Rowettia goughensis
10572,White-shouldered Tanager,Tachyphonus luctuosus,,54,6,Tachyphonus luctuosus,,,,10572,Inaccessible Island Finch,Nesospiza acunhae
10573,Tawny-crested Tanager,Tachyphonus delatrii,,58,56,Tachyphonus delatrii,,,,10573,Nightingale Island Finch,Nesospiza questi
10574,Ruby-crowned Tanager,Tachyphonus coronatus,,110,59,Tachyphonus coronatus,,,,10574,Wilkins's Finch,Nesospiza wilkinsi
10575,White-lined Tanager,Tachyphonus rufus,,61,11,Tachyphonus rufus,,,,10575,Cinereous Finch,Piezorina cinerea
10576,Red-shouldered Tanager,Tachyphonus phoenicius,,11,0,Tachyphonus phoenicius,,,,10576,Slender-billed Finch,Xenospingus concolor
10577,Black-throated Shrike-Tanager,Lanio aurantius,,12,1,Lanio aurantius,,,,10577,Great Inca-Finch,Incaspiza pulchra
10578,White-throated Shrike-Tanager,Lanio leucothorax,,27,5,Lanio leucothorax,,,,10578,Rufous-backed Inca-Finch,Incaspiza personata
10579,Fulvous Shrike-Tanager,Lanio fulvus,,67,32,Lanio fulvus,,,,10579,Gray-winged Inca-Finch,Incaspiza ortizi
10580,White-winged Shrike-Tanager,Lanio versicolor,,42,55,Lanio versicolor,,,,10580,Buff-bridled Inca-Finch,Incaspiza laeta
10581,Crimson-collared Tanager,Ramphocelus sanguinolentus,,15,1,Ramphocelus sanguinolentus,,,,10581,Little Inca-Finch,Incaspiza watkinsi
10582,Masked Crimson Tanager,Ramphocelus nigrogularis,,42,8,Ramphocelus nigrogularis,,,,10582,Mourning Sierra-Finch,Rhopospina fruticeti
10583,Crimson-backed Tanager,Ramphocelus dimidiatus,,65,64,Ramphocelus dimidiatus,,,,10583,Blue Finch,Porphyrospiza caerulescens
10584,Huallaga Tanager,Ramphocelus melanogaster,,9,2,Ramphocelus melanogaster,,,,10584,Carbonated Sierra-Finch,Porphyrospiza carbonaria
10585,Silver-beaked Tanager,Ramphocelus carbo,,170,375,Ramphocelus carbo,,,,10585,Band-tailed Sierra-Finch,Porphyrospiza alaudina
10586,Brazilian Tanager,Ramphocelus bresilia,,65,36,Ramphocelus bresilius,,,,10586,Black-headed Hemispingus,Pseudospingus verticalis
10587,Scarlet-rumped Tanager,Ramphocelus passerinii,,67,29,Ramphocelus passerinii,,,,10587,Drab Hemispingus,Pseudospingus xanthophthalmus
10588,Flame-rumped Tanager,Ramphocelus flammigerus,,20,32,Ramphocelus flammigerus,,,,10588,Gray-hooded Bush Tanager,Cnemoscopus rubrirostris
10589,Lemon-rumped Tanager,Ramphocelus icteronotus,,58,83,Ramphocelus flammigerus,,,,10589,White-rumped Tanager,Cypsnagra hirundinacea
10590,Blue-grey Tanager,Thraupis episcopus,,185,248,Thraupis episcopus,,,,10590,Long-tailed Reed Finch,Donacospiza albifrons
10591,Sayaca Tanager,Thraupis sayaca,,124,143,Thraupis sayaca,,,,10591,Chestnut-breasted Mountain-Finch,Poospizopsis caesar
10592,Glaucous Tanager,Thraupis glaucocolpa,,6,1,Thraupis glaucocolpa,,,,10592,Rufous-sided Warbling-Finch,Poospizopsis hypochondria
10593,Azure-shouldered Tanager,Thraupis cyanoptera,,29,15,Thraupis cyanoptera,,,,10593,Bay-chested Warbling-Finch,Castanozoster thoracicus
10594,Golden-chevroned Tanager,Thraupis ornata,,43,14,Thraupis ornata,,,,10594,Slaty-backed Hemispingus,Poospiza goeringi
10595,Yellow-winged Tanager,Thraupis abbas,,33,12,Thraupis abbas,,,,10595,Rufous-browed Hemispingus,Poospiza rufosuperciliaris
10596,Palm Tanager,Thraupis palmarum,,169,181,Thraupis palmarum,,,,10596,Bolivian Warbling-Finch,Poospiza boliviana
10597,Blue-capped Tanager,Thraupis cyanocephala,,53,4,Thraupis cyanocephala,,,,10597,Cinnamon Warbling-Finch,Poospiza ornata
10598,Blue-and-yellow Tanager,Thraupis bonariensis,,60,8,Pipraeidea bonariensis,,,,10598,Black-and-chestnut Warbling-Finch,Poospiza whitii
10599,Vermilion Tanager,Calochaetes coccineus,,9,1,Calochaetes coccineus,,,,10599,Black-and-rufous Warbling-Finch,Poospiza nigrorufa
10600,Blue-backed Tanager,Cyanicterus cyanicterus,,25,2,Cyanicterus cyanicterus,,,,10600,Rufous-breasted Warbling-Finch,Poospiza rubecula
10601,Yellow-green Tanager,Bangsia flavovirens,,15,1,Chlorospingus flavovirens,,,,10601,Collared Warbling-Finch,Poospiza hispaniolensis
10602,Blue-and-gold Tanager,Bangsia arcaei,,2,0,Bangsia arcaei,,,,10602,Cochabamba Mountain-Finch,Poospiza garleppi
10603,Black-and-gold Tanager,Bangsia melanochlamys,,27,1,Bangsia melanochlamys,,,,10603,Tucuman Mountain-Finch,Poospiza baeri
10604,Golden-chested Tanager,Bangsia rothschildi,,16,0,Bangsia rothschildi,,,,10604,Stripe-tailed Yellow-Finch,Sicalis citrina
10605,Moss-backed Tanager,Bangsia edwardsi,,25,4,Bangsia edwardsi,,,,10605,Puna Yellow-Finch,Sicalis lutea
10606,Gold-ringed Tanager,Bangsia aureocincta,,20,2,Bangsia aureocincta,,,,10606,Bright-rumped Yellow-Finch,Sicalis uropygialis
10607,Orange-throated Tanager,Wetmorethraupis sterrhopteron,,45,2,Wetmorethraupis sterrhopteron,,,,10607,Citron-headed Yellow-Finch,Sicalis luteocephala
10608,Hooded Mountain Tanager,Buthraupis montana,,91,20,Buthraupis montana,,,,10608,Greater Yellow-Finch,Sicalis auriventris
10609,Black-chested Mountain Tanager,Buthraupis eximia,,21,5,Cnemathraupis eximia,,,,10609,Greenish Yellow-Finch,Sicalis olivascens
10610,Golden-backed Mountain Tanager,Buthraupis aureodorsalis,,10,0,Cnemathraupis aureodorsalis,,,,10610,Monte Yellow-Finch,Sicalis mendozae
10611,Masked Mountain Tanager,Buthraupis wetmorei,,19,1,Buthraupis wetmorei,,,,10611,Patagonian Yellow-Finch,Sicalis lebruni
10612,Santa Marta Mountain Tanager,Anisognathus melanogenys,,12,0,Anisognathus melanogenys,,,,10612,Orange-fronted Yellow-Finch,Sicalis columbiana
10613,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,72,19,Anisognathus lacrymosus,,,,10613,Saffron Finch,Sicalis flaveola
10614,Scarlet-bellied Mountain Tanager,Anisognathus igniventris,,149,56,Anisognathus igniventris,,,,10614,Grassland Yellow-Finch,Sicalis luteola
10615,Blue-winged Mountain Tanager,Anisognathus somptuosus,,59,54,Anisognathus somptuosus,,,,10615,Raimondi's Yellow-Finch,Sicalis raimondii
10616,Black-chinned Mountain Tanager,Anisognathus notabilis,,27,1,Anisognathus notabilis,,,,10616,Sulphur-throated Finch,Sicalis taczanowskii
10617,Grass-green Tanager,Chlorornis riefferii,,82,22,Chlorornis riefferii,,,,10617,Wedge-tailed Grass-Finch,Emberizoides herbicola
10618,Rufous-bellied Mountain Tanager,Pseudosaltator rufiventris,,9,3,Pseudosaltator rufiventris,,,,10618,Duida Grass-Finch,Emberizoides duidae
10619,Buff-breasted Mountain Tanager,Dubusia taeniata,,112,21,Dubusia taeniata,,,,10619,Lesser Grass-Finch,Emberizoides ypiranganus
10620,Chestnut-bellied Mountain Tanager,Delothraupis castaneoventris,,19,2,Dubusia castaneoventris,,,,10620,Great Pampa-Finch,Embernagra platensis
10621,Diademed Tanager,Stephanophorus diadematus,,77,39,Stephanophorus diadematus,,,,10621,Pale-throated Pampa-Finch,Embernagra longicauda
10622,Purplish-mantled Tanager,Iridosornis porphyrocephalus,,31,1,Iridosornis porphyrocephalus,,,,10622,Blue-black Grassquit,Volatinia jacarina
10623,Yellow-throated Tanager,Iridosornis analis,,30,3,Iridosornis analis,,,,10623,Lesson's Seedeater,Sporophila bouvronides
10624,Golden-collared Tanager,Iridosornis jelskii,,3,0,Iridosornis jelskii,,,,10624,Lined Seedeater,Sporophila lineola
10625,Golden-crowned Tanager,Iridosornis rufivertex,,19,1,Iridosornis rufivertex,,,,10625,White-bellied Seedeater,Sporophila leucoptera
10626,Yellow-scarfed Tanager,Iridosornis reinhardti,,9,0,Iridosornis reinhardti,,,,10626,Parrot-billed Seedeater,Sporophila peruviana
10627,Fawn-breasted Tanager,Pipraeidea melanonota,,111,9,Pipraeidea melanonota,,,,10627,Chestnut-throated Seedeater,Sporophila telasco
10628,Shrike-like Tanager,Neothraupis fasciata,,28,0,Neothraupis fasciata,,,,10628,Drab Seedeater,Sporophila simplex
10629,Glistening-green Tanager,Chlorochrysa phoenicotis,,30,40,Chlorochrysa phoenicotis,,,,10629,Chestnut-bellied Seedeater,Sporophila castaneiventris
10630,Orange-eared Tanager,Chlorochrysa calliparaea,,14,2,Chlorochrysa calliparaea,,,,10630,Ruddy-breasted Seedeater,Sporophila minuta
10631,Multicolored Tanager,Chlorochrysa nitidissima,,19,5,Chlorochrysa nitidissima,,,,10631,Black-and-tawny Seedeater,Sporophila nigrorufa
10632,Plain-colored Tanager,Tangara inornata,,18,1,Tangara inornata,,,,10632,Copper Seedeater,Sporophila bouvreuil
10633,Cabanis's Tanager,Tangara cabanisi,,14,2,Poecilostreptus cabanisi,,,,10633,Pearly-bellied Seedeater,Sporophila pileata
10634,Grey-and-gold Tanager,Tangara palmeri,,19,3,Poecilostreptus palmeri,,,,10634,Tawny-bellied Seedeater,Sporophila hypoxantha
10635,Turquoise Tanager,Tangara mexicana,,35,15,Tangara mexicana,,,,10635,Dark-throated Seedeater,Sporophila ruficollis
10636,Paradise Tanager,Tangara chilensis,,92,92,Tangara chilensis,,,,10636,Marsh Seedeater,Sporophila palustris
10637,Seven-colored Tanager,Tangara fastuosa,,16,1,Tangara fastuosa,,,,10637,Rufous-rumped Seedeater,Sporophila hypochroma
10638,Green-headed Tanager,Tangara seledon,,44,20,Tangara seledon,,,,10638,Chestnut Seedeater,Sporophila cinnamomea
10639,Red-necked Tanager,Tangara cyanocephala,,39,27,Tangara cyanocephala,,,,10639,Black-bellied Seedeater,Sporophila melanogaster
10640,Brassy-breasted Tanager,Tangara desmaresti,,42,10,Tangara desmaresti,,,,10640,Thick-billed Seed-Finch,Sporophila funerea
10641,Gilt-edged Tanager,Tangara cyanoventris,,29,8,Tangara cyanoventris,,,,10641,Chestnut-bellied Seed-Finch,Sporophila angolensis
10642,Blue-whiskered Tanager,Tangara johannae,,12,0,Tangara johannae,,,,10642,Nicaraguan Seed-Finch,Sporophila nuttingi
10643,Green-and-gold Tanager,Tangara schrankii,,26,21,Tangara schrankii,,,,10643,Great-billed Seed-Finch,Sporophila maximiliani
10644,Emerald Tanager,Tangara florida,,12,1,Tangara florida,,,,10644,Large-billed Seed-Finch,Sporophila crassirostris
10645,Golden Tanager,Tangara arthus,,64,21,Tangara arthus,,,,10645,Black-billed Seed-Finch,Sporophila atrirostris
10646,Silver-throated Tanager,Tangara icterocephala,,26,4,Tangara icterocephala,,,,10646,Variable Seedeater,Sporophila corvina
10647,Saffron-crowned Tanager,Tangara xanthocephala,,25,1,Tangara xanthocephala,,,,10647,Gray Seedeater,Sporophila intermedia
10648,Golden-eared Tanager,Tangara chrysotis,,5,0,Tangara chrysotis,,,,10648,Wing-barred Seedeater,Sporophila americana
10649,Flame-faced Tanager,Tangara parzudakii,,28,1,Tangara parzudakii,,,,10649,Caqueta Seedeater,Sporophila murallae
10650,Yellow-bellied Tanager,Tangara xanthogastra,,9,1,Ixothraupis xanthogastra,,,,10650,Morelet's Seedeater,Sporophila morelleti
10651,Spotted Tanager,Tangara punctata,,19,3,Ixothraupis punctata,,,,10651,Cinnamon-rumped Seedeater,Sporophila torqueola
10652,Speckled Tanager,Tangara guttata,,20,0,Ixothraupis guttata,,,,10652,White-naped Seedeater,Sporophila fringilloides
10653,Dotted Tanager,Tangara varia,,13,0,Ixothraupis varia,,,,10653,Black-and-white Seedeater,Sporophila luctuosa
10654,Rufous-throated Tanager,Tangara rufigula,,25,4,Ixothraupis rufigula,,,,10654,Yellow-bellied Seedeater,Sporophila nigricollis
10655,Bay-headed Tanager,Tangara gyrola,,58,13,Tangara gyrola,,,,10655,Dubois's Seedeater,Sporophila ardesiaca
10656,Rufous-winged Tanager,Tangara lavinia,,19,3,Tangara lavinia,,,,10656,Double-collared Seedeater,Sporophila caerulescens
10657,Burnished-buff Tanager,Tangara cayana,,52,37,Stilpnia cayana,,,,10657,Slate-colored Seedeater,Sporophila schistacea
10658,Lesser Antillean Tanager,Tangara cucullata,,1,0,Stilpnia cucullata,,,,10658,Temminck's Seedeater,Sporophila falcirostris
10659,Black-backed Tanager,Tangara peruviana,,16,1,Stilpnia peruviana,,,,10659,Buffy-fronted Seedeater,Sporophila frontalis
10660,Chestnut-backed Tanager,Tangara preciosa,,17,1,Stilpnia preciosa,,,,10660,Plumbeous Seedeater,Sporophila plumbea
10661,Scrub Tanager,Tangara vitriolina,,54,9,Stilpnia vitriolina,,,,10661,Tropeiro Seedeater,Sporophila beltoni
10662,Green-capped Tanager,Tangara meyerdeschauenseei,,6,1,Stilpnia meyerdeschauenseei,,,,10662,Rusty-collared Seedeater,Sporophila collaris
10663,Rufous-cheeked Tanager,Tangara rufigenis,,1,0,Tangara rufigenis,,,,10663,White-throated Seedeater,Sporophila albogularis
10664,Golden-naped Tanager,Tangara ruficervix,,15,1,Chalcothraupis ruficervix,,,,10664,Band-tailed Seedeater,Catamenia analis
10665,Metallic-green Tanager,Tangara labradorides,,30,6,Tangara labradorides,,,,10665,Plain-colored Seedeater,Catamenia inornata
10666,Blue-browed Tanager,Tangara cyanotis,,11,1,Tangara cyanotis,,,,10666,Paramo Seedeater,Catamenia homochroa
10667,Blue-necked Tanager,Tangara cyanicollis,,44,11,Stilpnia cyanicollis,,,,10667,Coal-crested Finch,Charitospiza eucosma
10668,Golden-hooded Tanager,Tangara larvata,,51,9,Stilpnia larvata,,,,10668,Black-masked Finch,Coryphaspiza melanotis
10669,Masked Tanager,Tangara nigrocincta,,40,6,Stilpnia nigrocincta,,,,10669,Pileated Finch,Coryphospingus pileatus
10670,Spangle-cheeked Tanager,Tangara dowii,,11,0,Tangara dowii,,,,10670,Red-crested Finch,Coryphospingus cucullatus
10671,Green-naped Tanager,Tangara fucosa,,3,0,Tangara fucosa,,,,10671,Crimson-breasted Finch,Rhodospingus cruentus
10672,Beryl-spangled Tanager,Tangara nigroviridis,,36,6,Tangara nigroviridis,,,,10672,Yellow Cardinal,Gubernatrix cristata
10673,Blue-and-black Tanager,Tangara vassorii,,40,11,Tangara vassorii,,,,10673,Bananaquit,Coereba flaveola
10674,Black-capped Tanager,Tangara heinei,,52,26,Stilpnia heinei,,,,10674,Yellow-faced Grassquit,Tiaris olivaceus
10675,Sira Tanager,Tangara phillipsi,,2,0,Stilpnia phillipsi,,,,10675,Orangequit,Euneornis campestris
