GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
632599,Cinnyris pulchellus,species,Cinnyris pulchellus,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
1917282,Cinnyris regius,species,Cinnyris regius,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
570435,Cinnyris reichenowi,species,Cinnyris reichenowi,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
282503,Cinnyris reichenowi preussi,subspecies,Cinnyris reichenowi preussi,group (monotypic),Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
234084,Cinnyris sovimanga,species,Cinnyris sovimanga,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
234086,Cinnyris sovimanga aldabrensis,subspecies,Cinnyris sovimanga aldabrensis,group (monotypic),Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
234087,Cinnyris sovimanga sovimanga,subspecies,Cinnyris sovimanga sovimanga,group (monotypic),Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
700541,Cinnyris stuhlmanni,species,Cinnyris stuhlmanni,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
667145,Cinnyris superbus,species,Cinnyris superbus,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
1664804,Cinnyris ursulae,species,Cinnyris ursulae,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
1917283,Cinnyris usambaricus,species,Cinnyris usambaricus,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
208076,Cinnyris venustus,species,Cinnyris venustus,species,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),
1492913,Cinnyris whytei,species,Cinnyris ludovicensis whytei,subspecies,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),lump
1917287,Cinnyris whytei skye,subspecies,Cinnyris ludovicensis whytei,subspecies,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),taxonomy
1917288,Cinnyris whytei whytei,subspecies,Cinnyris ludovicensis whytei,subspecies,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),taxonomy
2915018,Circaetus beaudouini,species,Circaetus beaudouini,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321087,Circaetus cinerascens,species,Circaetus cinerascens,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321085,Circaetus cinereus,species,Circaetus cinereus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321086,Circaetus fasciolatus,species,Circaetus fasciolatus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43465,Circaetus gallicus,species,Circaetus gallicus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387780,Circaetus gallicus gallicus,subspecies,Circaetus gallicus gallicus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321084,Circaetus pectoralis,species,Circaetus pectoralis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321106,Circaetus spectabilis,species,Dryotriorchis spectabilis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",taxonomy
8964,Circus aeruginosus,species,Circus aeruginosus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1471636,Circus aeruginosus aeruginosus,subspecies,Circus aeruginosus aeruginosus,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620237,Circus aeruginosus harterti,subspecies,Circus aeruginosus harterti,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387821,Circus approximans,species,Circus approximans,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387822,Circus assimilis,species,Circus assimilis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387823,Circus buffoni,species,Circus buffoni,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
555235,Circus cinereus,species,Circus cinereus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
43466,Circus cyaneus,species,Circus cyaneus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387784,Circus cyaneus cyaneus,subspecies,Circus cyaneus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
2709557,Circus hudsonius,species,Circus hudsonius,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620256,Circus macrosceles,species,Circus macrosceles,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387825,Circus macrourus,species,Circus macrourus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1620238,Circus maillardi,species,Circus maillardi,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387826,Circus maurus,species,Circus maurus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387827,Circus melanoleucos,species,Circus melanoleucos,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
387828,Circus pygargus,species,Circus pygargus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321096,Circus ranivorus,species,Circus ranivorus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
214436,Circus spilonotus,species,Circus spilonotus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2723863,Circus spilonotus spilonotus,subspecies,Circus spilonotus,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
1620239,Circus spilothorax,species,Circus spilothorax,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2527907,Circus teauteensis,species,,,,,extinct
56792,Cissa chinensis,species,Cissa chinensis,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
2018473,Cissa hypoleuca,species,Cissa hypoleuca,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
2018474,Cissa jefferyi,species,Cissa jefferyi,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
357740,Cissa thalassina,species,Cissa thalassina,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",
2496567,Cissomela pectoralis,species,Cissomela pectoralis,species,Passeriformes,Meliphagidae (Honeyeaters),
62177,Cissopis leverianus,species,Cissopis leverianus,species,Passeriformes,Thraupidae (Tanagers and Allies),
2867387,Cisticola anderseni,species,Cisticola anderseni,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
174999,Cisticola anonymus,species,Cisticola anonymus,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
2867388,Cisticola bakerorum,species,Cisticola bakerorum,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
98224,Cisticola brachypterus,species,Cisticola brachypterus,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273680,Cisticola brachypterus brachypterus,subspecies,Cisticola brachypterus brachypterus,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
208061,Cisticola cantans,species,Cisticola cantans,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273681,Cisticola cantans belli,subspecies,Cisticola cantans belli,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
1229467,Cisticola carruthersi,species,Cisticola carruthersi,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
98116,Cisticola cherina,species,Cisticola cherina,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271624,Cisticola chubbi,species,Cisticola chubbi,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273684,Cisticola chubbi adametzi,subspecies,Cisticola chubbi adametzi,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273685,Cisticola discolor,species,Cisticola chubbi discolor,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),lump
1200311,Cisticola erythrops,species,Cisticola erythrops,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306875,Cisticola exilis,species,Cisticola exilis,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
187423,Cisticola fulvicapilla,species,Cisticola fulvicapilla,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
405087,Cisticola galactotes,species,Cisticola galactotes,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306874,Cisticola guinea,species,Cisticola guinea,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
52622,Cisticola juncidis,species,Cisticola juncidis,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
353274,Cisticola juncidis brunniceps,subspecies,Cisticola juncidis brunniceps,group (monotypic),Passeriformes,Cisticolidae (Cisticolas and Allies),
331013,Cisticola juncidis juncidis,subspecies,Cisticola juncidis juncidis,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
353275,Cisticola juncidis tinnabulans,subspecies,Cisticola juncidis tinnabulans,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306876,Cisticola lais,species,Cisticola lais,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273689,Cisticola marginatus,species,Cisticola marginatus,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273690,Cisticola marginatus amphilectus,subspecies,Cisticola marginatus amphilectus,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
1306877,Cisticola nigriloris,species,Cisticola nigriloris,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
2292718,Cisticola pipiens,species,Cisticola pipiens,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1271625,Cisticola tinniens,species,Cisticola tinniens,species,Passeriformes,Cisticolidae (Cisticolas and Allies),
1273691,Cisticola tinniens perpullus,subspecies,Cisticola tinniens perpullus,subspecies,Passeriformes,Cisticolidae (Cisticolas and Allies),
241531,Cistothorus palustris,species,Cistothorus palustris,species,Passeriformes,Troglodytidae (Wrens),
241534,Cistothorus platensis,species,Cistothorus platensis,species,Passeriformes,Troglodytidae (Wrens),
342383,Cittura cyanotis,species,Cittura cyanotis,species,Coraciiformes,Alcedinidae (Kingfishers),
2231441,Cittura cyanotis sanghirensis,subspecies,Cittura sanghirensis,species,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
425628,Cladorhynchus leucocephalus,species,Cladorhynchus leucocephalus,species,Charadriiformes,Recurvirostridae (Stilts and Avocets),
1383879,Clamator coromandus,species,Clamator coromandus,species,Cuculiformes,Cuculidae (Cuckoos),
78203,Clamator glandarius,species,Clamator glandarius,species,Cuculiformes,Cuculidae (Cuckoos),
78213,Clamator jacobinus,species,Clamator jacobinus,species,Cuculiformes,Cuculidae (Cuckoos),
2677969,Clanga clanga,species,Clanga clanga,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
321970,Clanga hastata,species,Clanga hastata,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
2675520,Clanga pomarina,species,Clanga pomarina,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
216576,Clanga pomarina pomarina,subspecies,Clanga pomarina,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",split
197941,Clangula hyemalis,species,Clangula hyemalis,species,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",
2823290,Clangula hyemalis x Bucephala albeola,species,,,,,hybrid
2823291,Clangula hyemalis x Melanitta americana,species,,,,,hybrid
1955012,Claravis geoffroyi,species,Paraclaravis geoffroyi,species,Columbiformes,Columbidae (Pigeons and Doves),taxonomy
1485173,Claravis mondetoura,species,Paraclaravis mondetoura,species,Columbiformes,Columbidae (Pigeons and Doves),taxonomy
115590,Claravis pretiosa,species,Claravis pretiosa,species,Columbiformes,Columbidae (Pigeons and Doves),
43157,Cleptornis marchei,species,Cleptornis marchei,species,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",
644980,Clibanornis dendrocolaptoides,species,Clibanornis dendrocolaptoides,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
2767503,Clibanornis erythrocephalus,species,Clibanornis erythrocephalus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
2767504,Clibanornis rectirostris,species,Clibanornis rectirostris,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
2767505,Clibanornis rubiginosus,species,Clibanornis rubiginosus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
2765306,Clibanornis rufipectus,species,Clibanornis rufipectus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),
2962944,Climacteris affinis,species,Climacteris affinis,species,Passeriformes,Climacteridae (Australasian Treecreepers),
254447,Climacteris erythrops,species,Climacteris erythrops,species,Passeriformes,Climacteridae (Australasian Treecreepers),
1763894,Climacteris melanurus,species,Climacteris melanurus,species,Passeriformes,Climacteridae (Australasian Treecreepers),
175000,Climacteris picumnus,species,Climacteris picumnus,species,Passeriformes,Climacteridae (Australasian Treecreepers),
47695,Climacteris rufus,species,Climacteris rufus,species,Passeriformes,Climacteridae (Australasian Treecreepers),
342394,Clytoceyx rex,species,Dacelo rex,species,Coraciiformes,Alcedinidae (Kingfishers),species
2767506,Clytoctantes alixii,species,Clytoctantes alixii,species,Passeriformes,Thamnophilidae (Typical Antbirds),
2724883,Clytoctantes atrogularis,species,Clytoctantes atrogularis,species,Passeriformes,Thamnophilidae (Typical Antbirds),
1109033,Clytolaema rubricauda,species,Heliodoxa rubricauda,species,Caprimulgiformes,Trochilidae (Hummingbirds),species
720581,Clytomyias insignis,species,Clytomyias insignis,species,Passeriformes,Maluridae (Fairywrens),
1034724,Clytomyias insignis oorti,subspecies,Clytomyias insignis oorti,subspecies,Passeriformes,Maluridae (Fairywrens),
338449,Clytorhynchus hamlini,species,Clytorhynchus hamlini,species,Passeriformes,Monarchidae (Monarch Flycatchers),
1576537,Clytorhynchus nigrogularis,species,Clytorhynchus nigrogularis,species,Passeriformes,Monarchidae (Monarch Flycatchers),
338450,Clytorhynchus pachycephaloides,species,Clytorhynchus pachycephaloides,species,Passeriformes,Monarchidae (Monarch Flycatchers),
1576538,Clytorhynchus vitiensis,species,Clytorhynchus vitiensis,species,Passeriformes,Monarchidae (Monarch Flycatchers),
247526,Clytospiza monteiri,species,Clytospiza monteiri,species,Passeriformes,Estrildidae (Waxbills and Allies),
495228,Cnemarchus erythropygius,species,Cnemarchus erythropygius,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
254448,Cnemophilus loriae,species,Cnemophilus loriae,species,Passeriformes,Cnemophilidae (Satinbirds),
108823,Cnemophilus macgregorii,species,Cnemophilus macgregorii,species,Passeriformes,Cnemophilidae (Satinbirds),
62179,Cnemoscopus rubrirostris,species,Cnemoscopus rubrirostris,species,Passeriformes,Thraupidae (Tanagers and Allies),
183540,Cnemotriccus fuscatus,species,Cnemotriccus fuscatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
183541,Cnemotriccus fuscatus fuscatior,subspecies,Cnemotriccus fuscatus fuscatior,subspecies,Passeriformes,Tyrannidae (Tyrant Flycatchers),
360218,Cnipodectes subbrunneus,species,Cnipodectes subbrunneus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2767507,Cnipodectes superrufus,species,Cnipodectes superrufus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
247661,Coccopygia melanotis,species,Coccopygia melanotis,species,Passeriformes,Estrildidae (Waxbills and Allies),
247660,Coccopygia quartinia,species,Coccopygia quartinia,species,Passeriformes,Estrildidae (Waxbills and Allies),
247988,Coccopygia quartinia kilimensis,subspecies,Coccopygia quartinia kilimensis,subspecies,Passeriformes,Estrildidae (Waxbills and Allies),
37609,Coccothraustes coccothraustes,species,Coccothraustes coccothraustes,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",
1118526,Coccycua minuta,species,Coccycua minuta,species,Cuculiformes,Cuculidae (Cuckoos),
33603,Coccyzus americanus,species,Coccyzus americanus,species,Cuculiformes,Cuculidae (Cuckoos),
154043,Coccyzus americanus americanus,subspecies,Coccyzus americanus,species,Cuculiformes,Cuculidae (Cuckoos),split
154044,Coccyzus americanus occidentalis,subspecies,Coccyzus americanus,species,Cuculiformes,Cuculidae (Cuckoos),split
555236,Coccyzus cinereus,species,Coccycua cinerea,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy
33604,Coccyzus erythropthalmus,species,Coccyzus erythropthalmus,species,Cuculiformes,Cuculidae (Cuckoos),
1577967,Coccyzus euleri,species,Coccyzus euleri,species,Cuculiformes,Cuculidae (Cuckoos),
121390,Coccyzus melacoryphus,species,Coccyzus melacoryphus,species,Cuculiformes,Cuculidae (Cuckoos),
181026,Coccyzus minor,species,Coccyzus minor,species,Cuculiformes,Cuculidae (Cuckoos),
110676,Cochlearius cochlearius,species,Cochlearius cochlearius,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",
563837,Cochoa purpurea,species,Cochoa purpurea,species,Passeriformes,Turdidae (Thrushes and Allies),
311360,Cochoa viridis,species,Cochoa viridis,species,Passeriformes,Turdidae (Thrushes and Allies),
673902,Coeligena bonapartei,species,Coeligena bonapartei,species,Caprimulgiformes,Trochilidae (Hummingbirds),
2461400,Coeligena bonapartei bonapartei,subspecies,Coeligena bonapartei,species,Caprimulgiformes,Trochilidae (Hummingbirds),split
2461401,Coeligena bonapartei consita,subspecies,Coeligena consita,species,Caprimulgiformes,Trochilidae (Hummingbirds),split
