GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
117201,Aphelocephala leucopsis,species,Aphelocephala leucopsis,species,,,
722648,Aphelocephala nigricincta,species,Aphelocephala nigricincta,species,,,
1930943,Aphelocephala pectoralis,species,Aphelocephala pectoralis,species,,,
142466,Aphelocoma californica,species,Aphelocoma californica,species,,,
947011,Aphelocoma californica californica,subspecies,Aphelocoma californica californica,subspecies,,,
947012,Aphelocoma californica caurina,subspecies,Aphelocoma californica caurina,subspecies,,,
947024,Aphelocoma californica hypoleuca,subspecies,Aphelocoma californica hypoleuca,subspecies,,,
947026,Aphelocoma californica immanis,subspecies,Aphelocoma californica immanis,subspecies,,,
947029,Aphelocoma californica obscura,subspecies,Aphelocoma californica obscura,subspecies,,,
947030,Aphelocoma californica oocleptica,subspecies,Aphelocoma californica oocleptica,subspecies,,,
39617,Aphelocoma coerulescens,species,Aphelocoma coerulescens,species,,,
247969,Aphelocoma insularis,species,Aphelocoma insularis,species,,,
55973,Aphelocoma ultramarina,species,Aphelocoma ultramarina,species,,,
481744,Aphelocoma ultramarina colimae,subspecies,Aphelocoma ultramarina colimae,subspecies,,,
481746,Aphelocoma ultramarina ultramarina,subspecies,Aphelocoma ultramarina ultramarina,subspecies,,,
150905,Aphelocoma unicolor,species,Aphelocoma unicolor,species,,,
947051,Aphelocoma unicolor concolor,subspecies,Aphelocoma unicolor concolor,subspecies,,,
947050,Aphelocoma unicolor griscomi,subspecies,Aphelocoma unicolor griscomi,subspecies,,,
947048,Aphelocoma unicolor guerrerensis,subspecies,Aphelocoma unicolor guerrerensis,subspecies,,,
947049,Aphelocoma unicolor oaxacae,subspecies,Aphelocoma unicolor oaxacae,subspecies,,,
947047,Aphelocoma unicolor unicolor,subspecies,Aphelocoma unicolor unicolor,subspecies,,,
248078,Aphelocoma wollweberi,species,Aphelocoma wollweberi,species,,,
269254,Aphelocoma wollweberi arizonae,subspecies,Aphelocoma wollweberi arizonae,subspecies,,,
1843598,Aphelocoma wollweberi gracilis,subspecies,Aphelocoma wollweberi gracilis,subspecies,,,
481747,Aphelocoma wollweberi wollweberi,subspecies,Aphelocoma wollweberi wollweberi,subspecies,,,
247972,Aphelocoma woodhouseii,species,Aphelocoma woodhouseii,species,,,
947022,Aphelocoma woodhouseii cyanotis,subspecies,Aphelocoma woodhouseii cyanotis,subspecies,,,
947023,Aphelocoma woodhouseii grisea,subspecies,Aphelocoma woodhouseii grisea,subspecies,,,
947027,Aphelocoma woodhouseii nevadae,subspecies,Aphelocoma woodhouseii nevadae,subspecies,,,
947032,Aphelocoma woodhouseii texana,subspecies,Aphelocoma woodhouseii texana,subspecies,,,
1246550,Aphrastura masafuerae,species,Aphrastura masafuerae,species,,,
307076,Aphrastura spinicauda,species,Aphrastura spinicauda,species,,,
613114,Aphrastura spinicauda bullocki,subspecies,Aphrastura spinicauda bullocki,subspecies,,,
613115,Aphrastura spinicauda fulva,subspecies,Aphrastura spinicauda fulva,subspecies,,,
613116,Aphrastura spinicauda spinicauda,subspecies,Aphrastura spinicauda spinicauda,subspecies,,,
37064,Aphrodroma brevirostris,species,Aphrodroma brevirostris,species,,,
451386,Aplonis brunneicapillus,species,Aplonis brunneicapillus,species,,,
451387,Aplonis cantoroides,species,Aplonis cantoroides,species,,,
451388,Aplonis cinerascens,species,Aplonis cinerascens,species,,,
381018,Aplonis grandis,species,Aplonis grandis,species,,,
451389,Aplonis insularis,species,Aplonis insularis,species,,,
381019,Aplonis metallica,species,Aplonis metallica,species,,,
451390,Aplonis minor,species,Aplonis minor,species,,,
2817073,Aplonis mystacea,species,Aplonis mystacea,species,,,
245046,Aplonis panayensis,species,Aplonis panayensis,species,,,
451391,Aplonis pelzelni,species,Aplonis pelzelni,species,,,
3018375,Aplonis striata,species,Aplonis striata,species,,,
381106,Aplonis tabuensis,species,Aplonis tabuensis,species,,,
2765002,Aprositornis disjuncta,species,Aprositornis disjuncta,species,,,
274068,Aprosmictus erythropterus,species,Aprosmictus erythropterus,species,,,
678559,Aprosmictus jonquillaceus,species,Aprosmictus jonquillaceus,species,,,
1548940,Aprosmictus jonquillaceus wetterensis,subspecies,Aprosmictus jonquillaceus wetterensis,subspecies,,,
9233,Aptenodytes forsteri,species,Aptenodytes forsteri,species,,,
9234,Aptenodytes patagonicus,species,Aptenodytes patagonicus,species,,,
8822,Apteryx australis,species,Apteryx australis,species,,,
8823,Apteryx haastii,species,Apteryx haastii,species,,,
2696672,Apteryx mantelli,species,Apteryx mantelli,species,,,
8824,Apteryx owenii,species,Apteryx owenii,species,,,
308060,Apteryx rowi,species,Apteryx rowi,species,,,
1160840,Apus acuticauda,species,Apus acuticauda,species,,,
118181,Apus affinis,species,Apus affinis,species,,,
3092312,Apus affinis bannermani,subspecies,Apus affinis bannermani,group (monotypic),,,
1160842,Apus alexandri,species,Apus alexandri,species,,,
8895,Apus apus,species,Apus apus,species,,,
1333337,Apus apus apus,subspecies,Apus apus apus,subspecies,,,
1160835,Apus balstoni,species,Apus balstoni,species,,,
1160836,Apus barbatus,species,Apus barbatus,species,,,
1160817,Apus batesi,species,Apus batesi,species,,,
1160839,Apus berliozi,species,Apus berliozi,species,,,
1160837,Apus bradfieldi,species,Apus bradfieldi,species,,,
1002741,Apus caffer,species,Apus caffer,species,,,
1160838,Apus horus,species,Apus horus,species,,,
1160841,Apus niansae,species,Apus niansae,species,,,
46492,Apus nipalensis,species,Apus nipalensis,species,,,
190670,Apus pacificus,species,Apus pacificus,species,,,
1160816,Apus pallidus,species,Apus pallidus,species,,,
1160812,Apus unicolor,species,Apus unicolor,species,,,
52408,Aquila adalberti,species,Aquila adalberti,species,,,
321113,Aquila africana,species,Aquila africana,species,,,
8961,Aquila audax,species,Aquila audax,species,,,
433367,Aquila audax audax,subspecies,Aquila audax audax,subspecies,,,
433368,Aquila audax fleayi,subspecies,Aquila audax fleayi,subspecies,,,
8962,Aquila chrysaetos,species,Aquila chrysaetos,species,,,
216574,Aquila chrysaetos canadensis,subspecies,Aquila chrysaetos canadensis,subspecies,,,
223781,Aquila chrysaetos chrysaetos,subspecies,Aquila chrysaetos chrysaetos,subspecies,,,
507755,Aquila chrysaetos homeyeri,subspecies,Aquila chrysaetos homeyeri,subspecies,,,
335091,Aquila chrysaetos japonica,subspecies,Aquila chrysaetos japonica,subspecies,,,
252784,Aquila fasciata,species,Aquila fasciata,species,,,
321972,Aquila fasciata fasciata,subspecies,Aquila fasciata fasciata,subspecies,,,
433369,Aquila fasciata renschi,subspecies,Aquila fasciata renschi,subspecies,,,
321090,Aquila gurneyi,species,Aquila gurneyi,species,,,
52410,Aquila heliaca,species,Aquila heliaca,species,,,
193005,Aquila nipalensis,species,Aquila nipalensis,species,,,
1811900,Aquila nipalensis orientalis,subspecies,Aquila nipalensis orientalis,subspecies,,,
252781,Aquila rapax,species,Aquila rapax,species,,,
307634,Aquila rapax vindhiana,subspecies,Aquila rapax vindhiana,subspecies,,,
1848762,Aquila spilogaster,species,Aquila spilogaster,species,,,
252782,Aquila verreauxii,species,Aquila verreauxii,species,,,
467031,Ara ambiguus,species,Ara ambiguus,species,,,
9226,Ara ararauna,species,Ara ararauna,species,,,
176013,Ara chloropterus,species,Ara chloropterus,species,,,
303304,Ara glaucogularis,species,Ara glaucogularis,species,,,
176014,Ara macao,species,Ara macao,species,,,
2234124,Ara macao cyanopterus,subspecies,Ara macao cyanopterus,subspecies,,,
57237,Ara militaris,species,Ara militaris,species,,,
1548941,Ara militaris bolivianus,subspecies,Ara militaris bolivianus,subspecies,,,
1238172,Ara militaris mexicanus,subspecies,Ara militaris mexicanus,subspecies,,,
1548942,Ara militaris militaris,subspecies,Ara militaris militaris,subspecies,,,
467030,Ara rubrogenys,species,Ara rubrogenys,species,,,
178883,Ara severus,species,Ara severus,species,,,
2049294,Ara tricolor,species,Ara tricolor,species,,,
632590,Arachnothera affinis,species,Arachnothera affinis,species,,,
632591,Arachnothera chrysogenys,species,Arachnothera chrysogenys,species,,,
2478754,Arachnothera chrysogenys chrysogenys,subspecies,Arachnothera chrysogenys chrysogenys,subspecies,,,
1118732,Arachnothera clarae,species,Arachnothera clarae,species,,,
1118734,Arachnothera crassirostris,species,Arachnothera crassirostris,species,,,
1118730,Arachnothera dilutior,species,Arachnothera dilutior,species,,,
1118731,Arachnothera everetti,species,Arachnothera everetti,species,,,
1118729,Arachnothera flammifera,species,Arachnothera flammifera,species,,,
1118728,Arachnothera flavigaster,species,Arachnothera flavigaster,species,,,
1118735,Arachnothera juliae,species,Arachnothera juliae,species,,,
237415,Arachnothera longirostra,species,Arachnothera longirostra,species,,,
2478755,Arachnothera longirostra buettikoferi,subspecies,Arachnothera longirostra buettikoferi,subspecies,,,
632592,Arachnothera magna,species,Arachnothera magna,species,,,
1118733,Arachnothera modesta,species,Arachnothera modesta,species,,,
632593,Arachnothera robusta,species,Arachnothera robusta,species,,,
1109024,Aramides axillaris,species,Aramides axillaris,species,,,
2861788,Aramides cajaneus,species,Aramides cajaneus,species,,,
1294516,Aramides mangle,species,Aramides mangle,species,,,
296133,Aramides ypecaha,species,Aramides ypecaha,species,,,
1150659,Aramidopsis plateni,species,Aramidopsis plateni,species,,,
54356,Aramus guarauna,species,Aramus guarauna,species,,,
867384,Aratinga auricapillus,species,Aratinga auricapillus,species,,,
231027,Aratinga jandaya,species,Aratinga jandaya,species,,,
1230190,Aratinga maculata,species,Aratinga maculata,species,,,
51908,Aratinga nenday,species,Aratinga nenday,species,,,
176015,Aratinga solstitialis,species,Aratinga solstitialis,species,,,
190661,Aratinga weddellii,species,Aratinga weddellii,species,,,
1206065,Arborophila ardens,species,Arborophila ardens,species,,,
1579497,Arborophila atrogularis,species,Arborophila atrogularis,species,,,
1296548,Arborophila brunneopectus,species,Arborophila brunneopectus,species,,,
2691900,Arborophila cambodiana,species,Arborophila cambodiana,species,,,
1344024,Arborophila crudigularis,species,Arborophila crudigularis,species,,,
604435,Arborophila gingica,species,Arborophila gingica,species,,,
1579495,Arborophila gingica gingica,subspecies,Arborophila gingica gingica,subspecies,,,
1579496,Arborophila gingica guangxiensis,subspecies,Arborophila gingica guangxiensis,subspecies,,,
2691920,Arborophila hyperythra,species,Arborophila hyperythra,species,,,
338144,Arborophila javanica,species,Arborophila javanica,species,,,
2691901,Arborophila mandellii,species,Arborophila mandellii,species,,,
2691919,Arborophila orientalis,species,Arborophila orientalis,species,,,
2691922,Arborophila rubrirostris,species,Arborophila rubrirostris,species,,,
559495,Arborophila rufipectus,species,Arborophila rufipectus,species,,,
604433,Arborophila rufogularis,species,Arborophila rufogularis,species,,,
9105,Arborophila torqueola,species,Arborophila torqueola,species,,,
254441,Arcanator orostruthus,species,Arcanator orostruthus,species,,,
34939,Archboldia papuensis,species,Archboldia papuensis,species,,,
371906,Archilochus alexandri,species,Archilochus alexandri,species,,,
190676,Archilochus colubris,species,Archilochus colubris,species,,,
110620,Ardea alba,species,Ardea alba,species,,,
30390,Ardea cinerea,species,Ardea cinerea,species,,,
1471619,Ardea cinerea cinerea,subspecies,Ardea cinerea cinerea,subspecies,,,
344231,Ardea cinerea jouyi,subspecies,Ardea cinerea jouyi,subspecies,,,
399589,Ardea cocoi,species,Ardea cocoi,species,,,
2767355,Ardea goliath,species,Ardea goliath,species,,,
56072,Ardea herodias,species,Ardea herodias,species,,,
1926641,Ardea herodias fannini,subspecies,Ardea herodias fannini,subspecies,,,
1926640,Ardea herodias herodias,subspecies,Ardea herodias herodias,subspecies,,,
1926639,Ardea herodias wardi,subspecies,Ardea herodias wardi,subspecies,,,
2767356,Ardea humbloti,species,Ardea humbloti,species,,,
2200831,Ardea insignis,species,Ardea insignis,species,,,
585464,Ardea intermedia,species,Ardea intermedia,species,,,
2492403,Ardea melanocephala,species,Ardea melanocephala,species,,,
585465,Ardea pacifica,species,Ardea pacifica,species,,,
188373,Ardea purpurea,species,Ardea purpurea,species,,,
48676,Ardenna bulleri,species,Ardenna bulleri,species,,,
1934105,Ardenna carneipes,species,Ardenna carneipes,species,,,
48679,Ardenna creatopus,species,Ardenna creatopus,species,,,
37051,Ardenna gravis,species,Ardenna gravis,species,,,
37052,Ardenna grisea,species,Ardenna grisea,species,,,
48683,Ardenna pacifica,species,Ardenna pacifica,species,,,
48684,Ardenna tenuirostris,species,Ardenna tenuirostris,species,,,
188375,Ardeola bacchus,species,Ardeola bacchus,species,,,
1158920,Ardeola grayii,species,Ardeola grayii,species,,,
1002743,Ardeola idae,species,Ardeola idae,species,,,
670334,Ardeola ralloides,species,Ardeola ralloides,species,,,
1002746,Ardeola rufiventris,species,Ardeola rufiventris,species,,,
1097430,Ardeola speciosa,species,Ardeola speciosa,species,,,
172690,Ardeotis arabs,species,Ardeotis arabs,species,,,
172691,Ardeotis australis,species,Ardeotis australis,species,,,
89386,Ardeotis kori,species,Ardeotis kori,species,,,
172692,Ardeotis nigriceps,species,Ardeotis nigriceps,species,,,
54971,Arenaria interpres,species,Arenaria interpres,species,,,
279931,Arenaria melanocephala,species,Arenaria melanocephala,species,,,
9081,Argusianus argus,species,Argusianus argus,species,,,
466531,Argusianus argus grayi,subspecies,Argusianus argus grayi,subspecies,,,
2183816,Argya affinis,species,Argya affinis,species,,,
2485279,Argya altirostris,species,Argya altirostris,species,,,
2183805,Argya aylmeri,species,Argya aylmeri,species,,,
2183806,Argya aylmeri aylmeri,subspecies,Argya aylmeri aylmeri,subspecies,,,
1464063,Argya caudata,species,Argya caudata,species,,,
1464064,Argya earlei,species,Argya earlei,species,,,
2183813,Argya earlei earlei,subspecies,Argya earlei earlei,subspecies,,,
2183808,Argya fulva,species,Argya fulva,species,,,
2183809,Argya fulva acaciae,subspecies,Argya fulva acaciae,subspecies,,,
2183810,Argya fulva fulva,subspecies,Argya fulva fulva,subspecies,,,
1343492,Argya malcolmi,species,Argya malcolmi,species,,,
147062,Argya rubiginosa,species,Argya rubiginosa,species,,,
2183811,Argya rubiginosa heuglini,subspecies,Argya rubiginosa heuglini,subspecies,,,
2183812,Argya rubiginosa rubiginosa,subspecies,Argya rubiginosa rubiginosa,subspecies,,,
1156349,Argya squamiceps,species,Argya squamiceps,species,,,
2183814,Argya squamiceps squamiceps,subspecies,Argya squamiceps squamiceps,subspecies,,,
2183815,Argya squamiceps yemensis,subspecies,Argya squamiceps yemensis,subspecies,,,
2183804,Argya subrufa,species,Argya subrufa,species,,,
2358188,Arizelocichla fusciceps,species,Arizelocichla fusciceps,species,,,
2135244,Arizelocichla masukuensis,species,Arizelocichla masukuensis,species,,,
59953,Arizelocichla masukuensis masukuensis,subspecies,Arizelocichla masukuensis masukuensis,subspecies,,,
59954,Arizelocichla masukuensis roehli,subspecies,Arizelocichla masukuensis roehli,subspecies,,,
1743245,Arizelocichla milanjensis,species,Arizelocichla milanjensis,species,,,
2364091,Arizelocichla montana,species,Arizelocichla montana,species,,,
1297583,Arizelocichla neumanni,species,Arizelocichla neumanni,species,,,
447920,Arizelocichla nigriceps,species,Arizelocichla nigriceps,species,,,
1297585,Arizelocichla nigriceps usambarae,subspecies,Arizelocichla nigriceps usambarae,subspecies,,,
1794764,Arizelocichla tephrolaema,species,Arizelocichla tephrolaema,species,,,
59964,Arizelocichla tephrolaema tephrolaema,subspecies,Arizelocichla tephrolaema tephrolaema,subspecies,,,
1926626,Arremon abeillei,species,Arremon abeillei,species,,,
992947,Arremon assimilis,species,Arremon assimilis,species,,,
2928204,Arremon assimilis assimilis,subspecies,Arremon assimilis assimilis,subspecies,,,
992994,Arremon assimilis larensis,subspecies,Arremon assimilis larensis,subspecies,,,
992996,Arremon assimilis nigrifrons,subspecies,Arremon assimilis nigrifrons,subspecies,,,
992998,Arremon assimilis poliophrys,subspecies,Arremon assimilis poliophrys,subspecies,,,
2928013,Arremon atricapillus,species,Arremon atricapillus,species,,,
2928014,Arremon atricapillus atricapillus,subspecies,Arremon atricapillus atricapillus,subspecies,,,
2928015,Arremon atricapillus tacarcunae,subspecies,Arremon atricapillus tacarcunae,subspecies,,,
241750,Arremon aurantiirostris,species,Arremon aurantiirostris,species,,,
2928006,Arremon aurantiirostris aurantiirostris,subspecies,Arremon aurantiirostris aurantiirostris,subspecies,,,
2928000,Arremon aurantiirostris occidentalis,subspecies,Arremon aurantiirostris occidentalis,subspecies,,,
241751,Arremon aurantiirostris rufidorsalis,subspecies,Arremon aurantiirostris rufidorsalis,subspecies,,,
2928008,Arremon aurantiirostris santarosae,subspecies,Arremon aurantiirostris santarosae,subspecies,,,
2928007,Arremon aurantiirostris saturatus,subspecies,Arremon aurantiirostris saturatus,subspecies,,,
2928001,Arremon aurantiirostris strictocollaris,subspecies,Arremon aurantiirostris strictocollaris,subspecies,,,
2928200,Arremon basilicus,species,Arremon basilicus,species,,,
65378,Arremon brunneinucha,species,Arremon brunneinucha,species,,,
992943,Arremon brunneinucha alleni,subspecies,Arremon brunneinucha alleni,subspecies,,,
992944,Arremon brunneinucha allinornatus,subspecies,Arremon brunneinucha allinornatus,subspecies,,,
2928010,Arremon brunneinucha brunneinucha,subspecies,Arremon brunneinucha brunneinucha,subspecies,,,
2928004,Arremon brunneinucha elsae,subspecies,Arremon brunneinucha elsae,subspecies,,,
2928009,Arremon brunneinucha frontalis,subspecies,Arremon brunneinucha frontalis,subspecies,,,
2928005,Arremon brunneinucha inornatus,subspecies,Arremon brunneinucha inornatus,subspecies,,,
2928003,Arremon brunneinucha macrourus,subspecies,Arremon brunneinucha macrourus,subspecies,,,
1410041,Arremon brunneinucha suttoni,subspecies,Arremon brunneinucha suttoni,subspecies,,,
933621,Arremon castaneiceps,species,Arremon castaneiceps,species,,,
2928213,Arremon costaricensis,species,Arremon costaricensis,species,,,
1118739,Arremon crassirostris,species,Arremon crassirostris,species,,,
2928209,Arremon dorbignii,species,Arremon dorbignii,species,,,
555222,Arremon flavirostris,species,Arremon flavirostris,species,,,
1981792,Arremon franciscanus,species,Arremon franciscanus,species,,,
2928202,Arremon perijanus,species,Arremon perijanus,species,,,
2928215,Arremon phygas,species,Arremon phygas,species,,,
933618,Arremon schlegeli,species,Arremon schlegeli,species,,,
2928161,Arremon schlegeli canidorsum,subspecies,Arremon schlegeli canidorsum,subspecies,,,
2928162,Arremon schlegeli schlegeli,subspecies,Arremon schlegeli schlegeli,subspecies,,,
1109025,Arremon semitorquatus,species,Arremon semitorquatus,species,,,
1109026,Arremon taciturnus,species,Arremon taciturnus,species,,,
2928012,Arremon taciturnus nigrirostris,subspecies,Arremon taciturnus nigrirostris,subspecies,,,
2928011,Arremon taciturnus taciturnus,subspecies,Arremon taciturnus taciturnus,subspecies,,,
65379,Arremon torquatus,species,Arremon torquatus,species,,,
992991,Arremon torquatus fimbriatus,subspecies,Arremon torquatus fimbriatus,subspecies,,,
993002,Arremon torquatus torquatus,subspecies,Arremon torquatus torquatus,subspecies,,,
509043,Arremon virenticeps,species,Arremon virenticeps,species,,,
2928160,Arremon virenticeps virenticeps,subspecies,Arremon virenticeps virenticeps,subspecies,,,
587449,Arremonops chloronotus,species,Arremonops chloronotus,species,,,
587450,Arremonops conirostris,species,Arremonops conirostris,species,,,
95653,Arremonops rufivirgatus,species,Arremonops rufivirgatus,species,,,
1389676,Arses insularis,species,Arses insularis,species,,,
1389677,Arses kaupi,species,Arses kaupi,species,,,
1389678,Arses lorealis,species,Arses lorealis,species,,,
338444,Arses telescopthalmus,species,Arses telescopthalmus,species,,,
1389681,Arses telescopthalmus aruensis,subspecies,Arses telescopthalmus aruensis,subspecies,,,
1389682,Arses telescopthalmus batantae,subspecies,Arses telescopthalmus batantae,subspecies,,,
1389683,Arses telescopthalmus harterti,subspecies,Arses telescopthalmus harterti,subspecies,,,
1389680,Arses telescopthalmus lauterbachi,subspecies,Arses telescopthalmus lauterbachi,subspecies,,,
1389684,Arses telescopthalmus telescopthalmus,subspecies,Arses telescopthalmus telescopthalmus,subspecies,,,
125313,Artamella viridis,species,Artamella viridis,species,,,
335548,Artamus cinereus,species,Artamus cinereus,species,,,
254442,Artamus cyanopterus,species,Artamus cyanopterus,species,,,
1200958,Artamus fuscus,species,Artamus fuscus,species,,,
175024,Artamus leucorynchus,species,Artamus leucorynchus,species,,,
1160893,Artamus maximus,species,Artamus maximus,species,,,
335549,Artamus minor,species,Artamus minor,species,,,
335546,Artamus personatus,species,Artamus personatus,species,,,
335547,Artamus superciliosus,species,Artamus superciliosus,species,,,
198938,Artemisiospiza belli,species,Artemisiospiza belli,species,,,
2502002,Artemisiospiza nevadensis,species,Artemisiospiza nevadensis,species,,,
405073,Artisornis metopias,species,Artisornis metopias,species,,,
1273587,Artisornis metopias metopias,subspecies,Artisornis metopias metopias,subspecies,,,
2038249,Artisornis moreaui,species,Artisornis moreaui,species,,,
68478,Arundinax aedon,species,Arundinax aedon,species,,,
495153,Arundinicola leucocephala,species,Arundinicola leucocephala,species,,,
75869,Asarcornis scutulata,species,Asarcornis scutulata,species,,,
2786933,Asemospiza fuliginosa,species,Asemospiza fuliginosa,species,,,
2724891,Asemospiza obscura,species,Asemospiza obscura,species,,,
266339,Ashbyia lovensis,species,Ashbyia lovensis,species,,,
507937,Asio capensis,species,Asio capensis,species,,,
56267,Asio flammeus,species,Asio flammeus,species,,,
111810,Asio otus,species,Asio otus,species,,,
507939,Asio otus canariensis,subspecies,Asio otus canariensis,subspecies,,,
507940,Asio otus otus,subspecies,Asio otus otus,subspecies,,,
2599435,Asio otus wilsonianus,subspecies,Asio otus wilsonianus,subspecies,,,
1118512,Asio stygius,species,Asio stygius,species,,,
2231440,Aspatha gularis,species,Aspatha gularis,species,,,
555223,Asthenes anthoides,species,Asthenes anthoides,species,,,
1859929,Asthenes ayacuchensis,subspecies,Asthenes ayacuchensis,species,,,
555224,Asthenes baeri,species,Asthenes baeri,species,,,
2767402,Asthenes berlepschi,species,Asthenes berlepschi,species,,,
2767413,Asthenes coryi,species,Asthenes coryi,species,,,
9138,Asthenes dorbignyi,species,Asthenes dorbignyi,species,,,
644974,Asthenes flammulata,species,Asthenes flammulata,species,,,
644986,Asthenes fuliginosa,species,Asthenes fuliginosa,species,,,
2767414,Asthenes griseomurina,species,Asthenes griseomurina,species,,,
2767415,Asthenes harterti,species,Asthenes harterti,species,,,
589983,Asthenes helleri,species,Asthenes helleri,species,,,
2767416,Asthenes heterura,species,Asthenes heterura,species,,,
1094230,Asthenes hudsoni,species,Asthenes hudsoni,species,,,
589938,Asthenes humilis,species,Asthenes humilis,species,,,
1094231,Asthenes luizae,species,Asthenes luizae,species,,,
1094240,Asthenes maculicauda,species,Asthenes maculicauda,species,,,
555225,Asthenes modesta,species,Asthenes modesta,species,,,
2767417,Asthenes moreirae,species,Asthenes moreirae,species,,,
644975,Asthenes ottonis,species,Asthenes ottonis,species,,,
2767418,Asthenes palpebralis,species,Asthenes palpebralis,species,,,
2765003,Asthenes perijana,species,Asthenes perijana,species,,,
644976,Asthenes pudibunda,species,Asthenes pudibunda,species,,,
555227,Asthenes pyrrholeuca,species,Asthenes pyrrholeuca,species,,,
329502,Asthenes urubambensis,species,Asthenes urubambensis,species,,,
1859928,Asthenes vilcabambae,species,Asthenes vilcabambae,species,,,
1094242,Asthenes virgata,species,Asthenes virgata,species,,,
644978,Asthenes wyatti,species,Asthenes wyatti,species,,,
681183,Astrapia mayeri,species,Astrapia mayeri,species,,,
681184,Astrapia nigra,species,Astrapia nigra,species,,,
681185,Astrapia rothschildi,species,Astrapia rothschildi,species,,,
681186,Astrapia splendidissima,species,Astrapia splendidissima,species,,,
681187,Astrapia stephaniae,species,Astrapia stephaniae,species,,,
360210,Atalotriccus pilaris,species,Atalotriccus pilaris,species,,,
188335,Atelornis crossleyi,species,Atelornis crossleyi,species,,,
188336,Atelornis pittoides,species,Atelornis pittoides,species,,,
2086565,Athene blewitti,species,Athene blewitti,species,,,
126786,Athene brama,species,Athene brama,species,,,
194338,Athene cunicularia,species,Athene cunicularia,species,,,
179002,Athene cunicularia cunicularia,subspecies,Athene cunicularia cunicularia,subspecies,,,
179004,Athene cunicularia hypugaea,subspecies,Athene cunicularia hypugaea,subspecies,,,
179005,Athene cunicularia nanodes,subspecies,Athene cunicularia nanodes,subspecies,,,
126797,Athene noctua,species,Athene noctua,species,,,
2599438,Athene noctua indigena,subspecies,Athene noctua indigena,subspecies,,,
507942,Athene noctua plumipes,subspecies,Athene noctua plumipes,subspecies,,,
507943,Athene noctua vidalii,subspecies,Athene noctua vidalii,subspecies,,,
1889278,Athene superciliaris,species,Athene superciliaris,species,,,
374621,Atimastillas flavicollis,species,Atimastillas flavicollis,species,,,
2478892,Atlantisia rogersi,species,Atlantisia rogersi,species,,,
1536845,Atlapetes albiceps,species,Atlapetes albiceps,species,,,
713087,Atlapetes albinucha,species,Atlapetes albinucha,species,,,
380374,Atlapetes citrinellus,species,Atlapetes citrinellus,species,,,
1536836,Atlapetes forbesi,species,Atlapetes forbesi,species,,,
65363,Atlapetes fulviceps,species,Atlapetes fulviceps,species,,,
2527820,Atlapetes fuscoolivaceus,species,Atlapetes fuscoolivaceus,species,,,
933619,Atlapetes latinuchus,species,Atlapetes latinuchus,species,,,
1536895,Atlapetes latinuchus chugurensis,subspecies,Atlapetes latinuchus chugurensis,subspecies,,,
1536894,Atlapetes latinuchus spodionotus,subspecies,Atlapetes latinuchus spodionotus,subspecies,,,
1536855,Atlapetes leucopis,species,Atlapetes leucopis,species,,,
1536838,Atlapetes leucopterus,species,Atlapetes leucopterus,species,,,
1536844,Atlapetes leucopterus dresseri,subspecies,Atlapetes leucopterus dresseri,subspecies,,,
1536841,Atlapetes leucopterus leucopterus,subspecies,Atlapetes leucopterus leucopterus,subspecies,,,
1896770,Atlapetes melanocephalus,species,Atlapetes melanocephalus,species,,,
1426918,Atlapetes melanolaemus,species,Atlapetes melanolaemus,species,,,
1536837,Atlapetes melanopsis,species,Atlapetes melanopsis,species,,,
1536891,Atlapetes nationi,species,Atlapetes nationi,species,,,
1461339,Atlapetes pallidiceps,species,Atlapetes pallidiceps,species,,,
1398406,Atlapetes pallidinucha,species,Atlapetes pallidinucha,species,,,
1118513,Atlapetes personatus,species,Atlapetes personatus,species,,,
2957738,Atlapetes personatus collaris,subspecies,Atlapetes personatus collaris,subspecies,,,
2912990,Atlapetes personatus duidae,subspecies,Atlapetes personatus duidae,subspecies,,,
2957740,Atlapetes personatus jugularis,subspecies,Atlapetes personatus jugularis,subspecies,,,
2957739,Atlapetes personatus paraquensis,subspecies,Atlapetes personatus paraquensis,subspecies,,,
2957746,Atlapetes personatus personatus,subspecies,Atlapetes personatus personatus,subspecies,,,
460166,Atlapetes pileatus,species,Atlapetes pileatus,species,,,
65365,Atlapetes rufigenis,species,Atlapetes rufigenis,species,,,
65360,Atlapetes rufinucha,species,Atlapetes rufinucha,species,,,
2957747,Atlapetes rufinucha carrikeri,subspecies,Atlapetes rufinucha carrikeri,subspecies,,,
65371,Atlapetes rufinucha rufinucha,subspecies,Atlapetes rufinucha rufinucha,subspecies,,,
65372,Atlapetes schistaceus,species,Atlapetes schistaceus,species,,,
65374,Atlapetes schistaceus schistaceus,subspecies,Atlapetes schistaceus schistaceus,subspecies,,,
1536846,Atlapetes seebohmi,species,Atlapetes seebohmi,species,,,
2957498,Atlapetes semirufus,species,Atlapetes semirufus,species,,,
2957748,Atlapetes semirufus denisei,subspecies,Atlapetes semirufus denisei,subspecies,,,
65376,Atlapetes tricolor,species,Atlapetes tricolor,species,,,
449594,Atrichornis clamosus,species,Atrichornis clamosus,species,,,
449595,Atrichornis rufescens,species,Atrichornis rufescens,species,,,
227233,Attagis gayi,species,Attagis gayi,species,,,
555229,Attagis malouinus,species,Attagis malouinus,species,,,
72869,Atticora fasciata,species,Atticora fasciata,species,,,
